schicksal,destiny_type,destiny_type_fac,destiny_when,destiny_when_date,destiny_when_year,destiny_location,destiny_loc_cat,destiny_loc_fac
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 03.10.1942 in Theresienstadt,TOT,deceased,03.10.1942,1942-10-03,1942,Theresienstadt,Theresienstadt,Theresienstadt
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 02.01.1944 in Auschwitz,ERMORDET,murdered,02.01.1944,1944-01-02,1944,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET WäHREND KöPENICKER BLUTWOCHE 22.06.1933 in Berlin,ERMORDET WäHREND KöPENICKER BLUTWOCHE,murdered,22.06.1933,1933-06-22,1933,Berlin,Berlin,Berlin
ERMORDET 26.09.1942 in Majdanek,ERMORDET,murdered,26.09.1942,1942-09-26,1942,Majdanek,Majdanek,Other
ERMORDET in Sobibór,ERMORDET,murdered,NA,NA,NA,Sobibór,Sobibor,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET 08.11.1944 in Theresienstadt,ERMORDET,murdered,08.11.1944,1944-11-08,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 11.08.1943 in Auschwitz,ERMORDET,murdered,11.08.1943,1943-08-11,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET März 1943 in Auschwitz,ERMORDET,murdered,März 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET März 1943 in Auschwitz,ERMORDET,murdered,März 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET Oktober 1944 in Auschwitz,ERMORDET,murdered,Oktober 1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET Mai 1943 in Auschwitz,ERMORDET,murdered,Mai 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET Mai 1943 in Auschwitz,ERMORDET,murdered,Mai 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET Mai 1943 in Auschwitz,ERMORDET,murdered,Mai 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET Mai 1943 in Auschwitz,ERMORDET,murdered,Mai 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET Mai 1943 in Auschwitz,ERMORDET,murdered,Mai 1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 28.09.1944 in Auschwitz,ERMORDET,murdered,28.09.1944,1944-09-28,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 02.11.1942 im Ghetto Theresienstadt,ERMORDET,murdered,02.11.1942,1942-11-02,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 27.06.1943 in Theresienstadt,ERMORDET,murdered,27.06.1943,1943-06-27,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 25.12.1942 in Theresienstadt,ERMORDET,murdered,25.12.1942,1942-12-25,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 05.03.1944 in Theresienstadt,ERMORDET,murdered,05.03.1944,1944-03-05,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT in Trawniki,TOT,deceased,NA,NA,NA,Trawniki,Trawniki,Other
ERMORDET 26.09.1942 im Ghetto Theresienstadt,ERMORDET,murdered,26.09.1942,1942-09-26,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 10.03.1943 in Auschwitz,ERMORDET,murdered,10.03.1943,1943-03-10,1943,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 03.01.1943 in Berlin,FLUCHT IN DEN TOD,deceased,03.01.1943,1943-01-03,1943,Berlin,Berlin,Berlin
FLUCHT IN DEN TOD 16.11.1941 in Berlin,FLUCHT IN DEN TOD,deceased,16.11.1941,1941-11-16,1941,Berlin,Berlin,Berlin
ERMORDET 17.03.1943 in Theresienstadt,ERMORDET,murdered,17.03.1943,1943-03-17,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Raasiku (b. Reval),ERMORDET,murdered,NA,NA,NA,Raasiku (b. Reval),Raasiku,Other
ERMORDET 21.09.1942 in Auschwitz,ERMORDET,murdered,21.09.1942,1942-09-21,1942,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 11.02.1939 in Berlin,FLUCHT IN DEN TOD,deceased,11.02.1939,1939-02-11,1939,Berlin,Berlin,Berlin
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 25.09.1942 im Ghetto Theresienstadt,ERMORDET,murdered,25.09.1942,1942-09-25,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 29.09.1942 im Ghetto Theresienstadt,ERMORDET,murdered,29.09.1942,1942-09-29,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
FLUCHT IN DEN TOD 14.06.1941 in Berlin,FLUCHT IN DEN TOD,deceased,14.06.1941,1941-06-14,1941,Berlin,Berlin,Berlin
ERMORDET 22.10.1942 im Ghetto Theresienstadt,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 30.12.1942 in Theresienstadt,ERMORDET,murdered,30.12.1942,1942-12-30,1942,Theresienstadt,Theresienstadt,Theresienstadt
HINGERICHTET 22.12.1942 in Berlin-Plötzensee,HINGERICHTET,murdered,22.12.1942,1942-12-22,1942,Berlin-Plötzensee,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 24.03.1943 im Ghetto Theresienstadt,TOT,deceased,24.03.1943,1943-03-24,1943,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 1943 in Auschwitz,ERMORDET,murdered,1943,NA,1943,Auschwitz,Auschwitz,Auschwitz
TOT 10.01.1939 in Warschau,TOT,deceased,10.01.1939,1939-01-10,1939,Warschau,Warschau,Other
ERMORDET 16.08.1942 in Theresienstadt,ERMORDET,murdered,16.08.1942,1942-08-16,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 29.03.1943 in Theresienstadt,ERMORDET,murdered,29.03.1943,1943-03-29,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 05.05.1943 in Auschwitz,ERMORDET,murdered,05.05.1943,1943-05-05,1943,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 21.09.1942 in Berlin,FLUCHT IN DEN TOD,deceased,21.09.1942,1942-09-21,1942,Berlin,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER 21.01.1934 in Berlin,VERSTORBEN AN DEN FOLGEN VON HAFT UND FOLTER,deceased,21.01.1934,1934-01-21,1934,Berlin,Berlin,Berlin
ERMORDET in Theresienstadt,ERMORDET,murdered,NA,NA,NA,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 25.10.1944 in Auschwitz,ERMORDET,murdered,25.10.1944,1944-10-25,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 03.04.1945 in Zuchthaus-Außenlager Krümme bei Wesendorf,ERMORDET,murdered,03.04.1945,1945-04-03,1945,Zuchthaus-Außenlager Krümme bei Wesendorf,Zuchthaus-Außenlager Krümme bei Wesendorf,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ERMORDET 13.06.1945 in Theresienstadt,ERMORDET,murdered,13.06.1945,1945-06-13,1945,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 17.10.1944 in Theresienstadt,ERMORDET,murdered,17.10.1944,1944-10-17,1944,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 07.08.1942 in Theresienstadt,ERMORDET,murdered,07.08.1942,1942-08-07,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 09.08.1942 in Theresienstadt,ERMORDET,murdered,09.08.1942,1942-08-09,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET 06.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,06.05.1942,1942-05-06,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
HINGERICHTET 22.01.1945 in Brandenburg-Görden,HINGERICHTET,murdered,22.01.1945,1945-01-22,1945,Brandenburg-Görden,Brandenburg,Other
ERMORDET 1945 in der Umgebung Berlins,ERMORDET,murdered,1945,NA,1945,Umgebung Berlins,Berlin,Berlin
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 14.08.1944 im Zuchthaus Brandenburg-Görden,ERMORDET,murdered,14.08.1944,1944-08-14,1944,Zuchthaus Brandenburg-Görden,Brandenburg,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 13.10.1943 in Theresienstadt,ERMORDET,murdered,13.10.1943,1943-10-13,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
TOT 22.09.1942 in Theresienstadt,TOT,deceased,22.09.1942,1942-09-22,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
FLUCHT IN DEN TOD 13.09.1942 in Berlin,FLUCHT IN DEN TOD,deceased,13.09.1942,1942-09-13,1942,Berlin,Berlin,Berlin
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET in Treblinka,ERMORDET,murdered,NA,NA,NA,Treblinka,Treblinka,Treblinka
ERMORDET 08.09.1942 in Riga,ERMORDET,murdered,08.09.1942,1942-09-08,1942,Riga,Riga,Riga
ERMORDET 25.01.1943 in Theresienstadt,ERMORDET,murdered,25.01.1943,1943-01-25,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1942,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz-Birkenau,ERMORDET,murdered,NA,NA,NA,Auschwitz-Birkenau,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 09.08.1944 im KZ Stutthof,ERMORDET,murdered,09.08.1944,1944-08-09,1944,KZ Stutthof,Stutthof,Other
ERMORDET 04.03.1943 im Ghetto Theresienstadt,ERMORDET,murdered,04.03.1943,1943-03-04,1943,Ghetto Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Minsk,ERMORDET,murdered,NA,NA,NA,Minsk,Minsk,Minsk
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET,ERMORDET,murdered,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 08.05.1942 in Chełmno / Kulmhof,ERMORDET,murdered,08.05.1942,1942-05-08,1942,Chełmno / Kulmhof,Chełmno / Kulmhof,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 31.03.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,31.03.1942,1942-03-31,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 26.08.1942 in der Tötungsanstalt Hartheim,ERMORDET,murdered,26.08.1942,1942-08-26,1942,Tötungsanstalt Hartheim,Tötungsanstalt Hartheim,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Stutthof,ERMORDET,murdered,NA,NA,NA,Stutthof,Stutthof,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 28.10.1942 in Meseritz-Obrawalde,ERMORDET,murdered,28.10.1942,1942-10-28,1942,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
HINGERICHTET 08.01.1945 in Brandenburg-Görden,HINGERICHTET,murdered,08.01.1945,1945-01-08,1945,Brandenburg-Görden,Brandenburg,Other
ERMORDET 18.08.1942 in Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Riga,Riga,Riga
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 18.08.1942 im Ghetto Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Ghetto Riga,Riga,Riga
ERMORDET 18.08.1942 im Ghetto Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Ghetto Riga,Riga,Riga
ERMORDET 18.08.1942 im Ghetto Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Ghetto Riga,Riga,Riga
ERMORDET 18.08.1942 im Ghetto Riga,ERMORDET,murdered,18.08.1942,1942-08-18,1942,Ghetto Riga,Riga,Riga
ERMORDET 30.01.1943 in Auschwitz,ERMORDET,murdered,30.01.1943,1943-01-30,1943,Auschwitz,Auschwitz,Auschwitz
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET in Maly Trostinez,ERMORDET,murdered,NA,NA,NA,Maly Trostinez,Maly Trostinec,Other
ERMORDET 22.10.1942 in Riga,ERMORDET,murdered,22.10.1942,1942-10-22,1942,Riga,Riga,Riga
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET August 1943 in Natzweiler-Struthof,ERMORDET,murdered,August 1943,NA,1943,Natzweiler-Struthof,Natzweiler-Struthof,Other
HINGERICHTET 22.04.1945 in Berlin,HINGERICHTET,murdered,22.04.1945,1945-04-22,1945,Berlin,Berlin,Berlin
ERMORDET 30.11.1941 in Riga,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga,Riga,Riga
ERMORDET 30.11.1941 in Riga-Rumbula,ERMORDET,murdered,30.11.1941,1941-11-30,1941,Riga-Rumbula,Riga,Riga
TOT in Auschwitz,TOT,deceased,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
TOT 06.05.1943 in Berlin-Wuhlheide,TOT,deceased,06.05.1943,1943-05-06,1943,Berlin-Wuhlheide,Berlin,Berlin
ERMORDET in Sobibór,ERMORDET,murdered,NA,NA,NA,Sobibór,Sobibor,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 28.10.1944 in Stutthof,ERMORDET,murdered,28.10.1944,1944-10-28,1944,Stutthof,Stutthof,Other
ERMORDET 1942 in Riga-Skirotava,ERMORDET,murdered,1942,NA,1942,Riga-Skirotava,Riga,Riga
TOT September 1943 in Theresienstadt,TOT,deceased,September 1943,NA,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 07.03.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,07.03.1942,1942-03-07,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET 17.07.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,17.07.1942,1942-07-17,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 04.03.1943 in Auschwitz,ERMORDET,murdered,04.03.1943,1943-03-04,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1944 in Auschwitz,ERMORDET,murdered,1944,NA,1944,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 06.05.1942 in Kulmhof (Chelmno),ERMORDET,murdered,06.05.1942,1942-05-06,1942,Kulmhof (Chelmno),Chelmno,Chełmno / Kulmhof
ERMORDET in der Tötungsanstalt Bernburg a.d.Saale,ERMORDET,murdered,NA,NA,NA,Tötungsanstalt Bernburg a.d.Saale,Bernburg,Other
ERMORDET 06.05.1942 in Kulmhof (Chelmno),ERMORDET,murdered,06.05.1942,1942-05-06,1942,Kulmhof (Chelmno),Chelmno,Chełmno / Kulmhof
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 1942 in Treblinka,ERMORDET,murdered,1942,NA,1942,Treblinka,Treblinka,Treblinka
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 26.02.1943 in Auschwitz,ERMORDET,murdered,26.02.1943,1943-02-26,1943,Auschwitz,Auschwitz,Auschwitz
ERMORDET 10.05.1945 in Auschwitz,ERMORDET,murdered,10.05.1945,1945-05-10,1945,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
ERMORDET in Riga,ERMORDET,murdered,NA,NA,NA,Riga,Riga,Riga
FLUCHT IN DEN TOD 18.11.1942 in Berlin,FLUCHT IN DEN TOD,deceased,18.11.1942,1942-11-18,1942,Berlin,Berlin,Berlin
"ERMORDET 27.03.1941 in der Tötungsanstalt Bernburg/Saale,Aktion T4",ERMORDET,murdered,27.03.1941,1941-03-27,1941,"Tötungsanstalt Bernburg/Saale,Aktion T4",Bernburg,Other
HINGERICHTET 13.05.1943 in Berlin-Plötzensee,HINGERICHTET,murdered,13.05.1943,1943-05-13,1943,Berlin-Plötzensee,Berlin,Berlin
ERMORDET 22.01.1944 in Meseritz-Obrawalde,ERMORDET,murdered,22.01.1944,1944-01-22,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 29.10.1942 in Riga,ERMORDET,murdered,29.10.1942,1942-10-29,1942,Riga,Riga,Riga
ERMORDET 12.12.1941 in Łódź / Litzmannstadt,ERMORDET,murdered,12.12.1941,1941-12-12,1941,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET 04.04.1944 in Theresienstadt,ERMORDET,murdered,04.04.1944,1944-04-04,1944,Theresienstadt,Theresienstadt,Theresienstadt
ÜBERLEBT,ÜBERLEBT,survived,NA,NA,NA,NA,NA,Unknown
ERMORDET 24.03.1944 in Meseritz-Obrawalde,ERMORDET,murdered,24.03.1944,1944-03-24,1944,Meseritz-Obrawalde,Meseritz-Obrawalde,Other
ERMORDET März 1943 in Theresienstadt,ERMORDET,murdered,März 1943,NA,1943,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 30.09.1942 in Theresienstadt,ERMORDET,murdered,30.09.1942,1942-09-30,1942,Theresienstadt,Theresienstadt,Theresienstadt
ERMORDET 08.02.1945 in Ravensbrück,ERMORDET,murdered,08.02.1945,1945-02-08,1945,Ravensbrück,Ravensbrück,Other
ERMORDET im KZ Majdanek,ERMORDET,murdered,NA,NA,NA,KZ Majdanek,Majdanek,Other
ERMORDET im KZ Majdanek,ERMORDET,murdered,NA,NA,NA,KZ Majdanek,Majdanek,Other
ERMORDET 13.06.1937 in Berlin,ERMORDET,murdered,13.06.1937,1937-06-13,1937,Berlin,Berlin,Berlin
ERMORDET 20.02.1942 in Łódź / Litzmannstadt,ERMORDET,murdered,20.02.1942,1942-02-20,1942,Łódź / Litzmannstadt,Litzmannstadt,Litzmannstadt
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
ERMORDET in Auschwitz,ERMORDET,murdered,NA,NA,NA,Auschwitz,Auschwitz,Auschwitz
